,Team,Year,Wins,Champion,MVP,Scoring Leader,Rebound Leader,Assist Leader,WS Leader,DPOY,MIP,6MOY,Coach of Year,All-Stars,All-Defensive,All-NBA,FG%,3P Attempts,3P%,2P Attempts,2P%,FT%,RPG,APG,STL,BLK,TOVPG,PPG,Accolades,Franchise ID
342,Utah Jazz,1982.0,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.494,97.0,0.227,7349.0,0.498,0.751,42.8,23.1,8.5,4.4,17.5,110.9,3.0,Jazz
343,Los Angeles Lakers,1982.0,57.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.517,94.0,0.138,7491.0,0.521,0.717,45.9,28.7,10.3,6.3,17.9,114.6,10.0,Lakers
344,Oklahoma City Thunder,1982.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.488,153.0,0.248,7025.0,0.494,0.74,44.5,25.6,8.4,5.6,16.5,107.3,8.0,Thunder
345,Phoenix Suns,1982.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.491,174.0,0.31,6966.0,0.496,0.758,44.4,27.1,9.2,5.2,18.6,106.2,6.0,Suns
346,Golden State Warriors,1982.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.496,325.0,0.28,7024.0,0.506,0.717,45.5,22.2,8.4,4.8,17.4,110.9,1.0,Warriors
347,Portland Trail Blazers,1982.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.505,140.0,0.207,7047.0,0.511,0.72,42.6,25.0,8.6,4.5,17.0,109.8,2.0,Blazers
348,Los Angeles Clippers,1982.0,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,338.0,0.293,6763.0,0.511,0.723,40.6,22.9,7.8,3.6,19.1,108.5,3.0,Clippers
349,Philadelphia 76ers,1983.0,65.0,True,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,0.499,109.0,0.229,7103.0,0.503,0.742,47.9,24.6,9.9,7.0,19.8,112.1,16.0,76ers
350,Boston Celtics,1983.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,0.492,186.0,0.21,7361.0,0.499,0.737,46.4,27.0,9.6,6.4,18.8,112.1,13.0,Celtics
351,Brooklyn Nets,1983.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.492,149.0,0.201,6991.0,0.498,0.705,45.0,26.1,11.1,7.2,22.8,105.8,2.0,Nets
352,New York Knicks,1983.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.482,131.0,0.252,6662.0,0.486,0.71,40.8,24.8,8.5,4.6,18.4,100.0,2.0,Knicks
353,Washington Wizards,1983.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,237.0,0.295,6822.0,0.474,0.705,43.0,25.0,8.9,4.9,19.4,99.2,1.0,Wizards
354,Milwaukee Bucks,1983.0,51.0,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.489,169.0,0.219,6964.0,0.495,0.753,43.6,25.8,8.1,6.5,17.6,106.6,8.0,Bucks
355,Atlanta Hawks,1983.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.469,188.0,0.239,6958.0,0.475,0.751,43.6,23.7,7.0,8.1,17.4,101.6,4.0,Hawks
356,Detroit Pistons,1983.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.477,272.0,0.265,7330.0,0.484,0.742,46.2,25.7,8.3,7.0,19.0,112.7,2.0,Pistons
357,Chicago Bulls,1983.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,209.0,0.215,7164.0,0.487,0.737,46.3,25.4,8.1,4.9,21.3,111.0,1.0,Bulls
358,Cleveland Cavaliers,1983.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.465,120.0,0.25,6875.0,0.469,0.721,43.7,21.2,7.5,3.5,18.8,97.1,1.0,Cavaliers
359,Indiana Pacers,1983.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.48,236.0,0.212,7487.0,0.488,0.758,43.8,26.2,9.2,5.0,18.7,108.7,1.0,Pacers
360,San Antonio Spurs,1983.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.504,308.0,0.305,7032.0,0.512,0.765,46.7,27.6,8.2,5.7,18.3,114.3,5.0,Spurs
361,Denver Nuggets,1983.0,45.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.494,126.0,0.19,7873.0,0.499,0.808,45.6,28.5,9.6,4.3,18.2,123.2,7.0,Nuggets
362,Sacramento Kings,1983.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.497,215.0,0.237,7270.0,0.505,0.727,44.7,26.3,9.3,5.0,20.6,113.8,1.0,Kings
363,Dallas Mavericks,1983.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487,185.0,0.232,7365.0,0.493,0.752,44.8,27.2,6.7,4.2,16.4,112.7,0.0,Mavericks
364,Utah Jazz,1983.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.48,183.0,0.24,7159.0,0.486,0.756,44.4,26.5,9.2,7.3,20.5,109.0,2.0,Jazz
365,Houston Rockets,1983.0,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.448,271.0,0.247,7175.0,0.456,0.725,42.3,23.5,7.9,5.1,19.2,99.3,2.0,Rockets
366,Los Angeles Lakers,1983.0,58.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.528,96.0,0.104,7416.0,0.533,0.736,44.7,30.7,10.3,5.8,19.3,115.0,9.0,Lakers
367,Phoenix Suns,1983.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.497,158.0,0.253,7000.0,0.502,0.743,44.0,28.0,9.1,6.0,18.8,107.0,4.0,Suns
368,Oklahoma City Thunder,1983.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.494,138.0,0.21,7139.0,0.5,0.73,45.4,27.8,8.3,5.3,18.7,110.0,10.0,Thunder
369,Portland Trail Blazers,1983.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.486,150.0,0.233,6974.0,0.491,0.738,43.4,24.8,9.1,4.7,18.2,107.4,3.0,Blazers
370,Golden State Warriors,1983.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.483,150.0,0.227,7358.0,0.488,0.737,43.5,24.0,10.4,5.2,19.6,108.6,0.0,Warriors
371,Los Angeles Clippers,1983.0,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.475,262.0,0.244,7372.0,0.483,0.724,42.7,25.5,10.0,5.0,19.5,108.6,4.0,Clippers
372,Boston Celtics,1984.0,62.0,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,3.0,0.5,229.0,0.24,7006.0,0.508,0.792,45.1,25.9,8.2,5.2,17.3,112.1,14.0,Celtics
373,Philadelphia 76ers,1984.0,52.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.495,107.0,0.271,6726.0,0.499,0.754,43.5,24.8,9.8,8.0,19.9,107.8,12.0,76ers
374,New York Knicks,1984.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.495,165.0,0.285,6672.0,0.5,0.775,40.5,24.9,9.8,4.4,19.4,106.9,1.0,Knicks
375,Brooklyn Nets,1984.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.498,232.0,0.211,7026.0,0.507,0.7,43.1,26.2,9.9,6.1,19.6,110.0,4.0,Nets
376,Washington Wizards,1984.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.484,282.0,0.252,6625.0,0.494,0.756,41.6,26.7,6.8,3.9,17.7,102.7,2.0,Wizards
377,Milwaukee Bucks,1984.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.492,232.0,0.254,6738.0,0.501,0.74,42.9,25.8,7.8,6.0,17.3,105.7,7.0,Bucks
378,Detroit Pistons,1984.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.48,141.0,0.227,7769.0,0.485,0.775,47.1,27.5,8.5,5.1,16.0,117.1,6.0,Pistons
379,Atlanta Hawks,1984.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.474,106.0,0.217,6703.0,0.478,0.761,40.8,22.3,7.6,6.8,16.2,101.5,3.0,Hawks
380,Cleveland Cavaliers,1984.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.465,164.0,0.262,7068.0,0.47,0.743,43.9,23.5,7.7,4.6,16.2,102.3,1.0,Cavaliers
381,Chicago Bulls,1984.0,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.474,117.0,0.171,6855.0,0.479,0.746,42.0,25.5,8.4,5.5,19.2,103.7,0.0,Bulls
382,Indiana Pacers,1984.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.483,207.0,0.232,6923.0,0.491,0.766,41.5,26.5,10.2,4.9,18.6,104.5,1.0,Pacers
383,Utah Jazz,1984.0,45.0,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.498,317.0,0.319,6925.0,0.506,0.781,44.1,27.2,8.5,7.4,18.4,115.0,6.0,Jazz
384,Dallas Mavericks,1984.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,184.0,0.228,7051.0,0.507,0.755,40.9,26.4,7.1,4.4,15.9,110.4,2.0,Mavericks
385,Denver Nuggets,1984.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.493,255.0,0.302,7728.0,0.499,0.818,43.6,30.3,8.7,4.3,16.4,123.7,6.0,Nuggets
386,Sacramento Kings,1984.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.486,189.0,0.275,7041.0,0.492,0.777,41.7,27.2,8.7,4.7,18.3,110.0,2.0,Kings
387,San Antonio Spurs,1984.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.506,263.0,0.3,7458.0,0.514,0.755,45.8,28.8,8.4,6.0,17.6,120.3,3.0,Spurs
388,Houston Rockets,1984.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.495,154.0,0.195,7379.0,0.501,0.74,44.9,26.9,7.6,6.3,19.0,110.6,4.0,Rockets
389,Los Angeles Lakers,1984.0,54.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.532,226.0,0.257,7024.0,0.54,0.754,43.8,29.9,8.9,5.8,19.2,115.6,11.0,Lakers
390,Portland Trail Blazers,1984.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.505,129.0,0.194,7060.0,0.511,0.754,42.0,25.4,9.9,4.8,18.1,113.1,2.0,Blazers
391,Oklahoma City Thunder,1984.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.488,140.0,0.193,6943.0,0.494,0.78,41.4,27.2,7.8,4.3,16.6,108.1,3.0,Thunder
392,Phoenix Suns,1984.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.509,291.0,0.254,6929.0,0.52,0.759,41.0,27.0,8.5,4.7,17.7,111.0,3.0,Suns
393,Golden State Warriors,1984.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,226.0,0.243,7308.0,0.474,0.743,43.4,22.4,10.1,4.2,18.5,109.9,0.0,Warriors
394,Los Angeles Clippers,1984.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.496,128.0,0.188,7197.0,0.502,0.736,45.0,24.2,6.9,4.7,18.5,110.7,1.0,Clippers
395,Boston Celtics,1985.0,63.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,0.508,309.0,0.356,7016.0,0.515,0.806,45.7,27.9,7.9,5.0,16.2,114.8,14.0,Celtics
396,Philadelphia 76ers,1985.0,58.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.492,224.0,0.263,6768.0,0.5,0.803,44.7,24.4,10.0,6.5,19.2,112.9,11.0,76ers
397,Brooklyn Nets,1985.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.49,224.0,0.232,7221.0,0.498,0.729,43.4,26.4,9.4,5.1,16.5,109.5,3.0,Nets
398,Washington Wizards,1985.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.479,398.0,0.274,6985.0,0.49,0.743,41.5,25.5,8.6,4.8,15.6,105.5,1.0,Wizards
399,New York Knicks,1985.0,24.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.484,198.0,0.258,6903.0,0.49,0.726,39.2,24.4,9.2,3.3,17.8,105.2,5.0,Knicks
400,Milwaukee Bucks,1985.0,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.491,294.0,0.303,6962.0,0.499,0.757,44.0,26.4,8.4,5.9,16.9,110.9,6.0,Bucks
401,Detroit Pistons,1985.0,46.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.48,199.0,0.226,7800.0,0.487,0.788,48.0,28.1,8.4,4.8,16.4,116.0,7.0,Pistons
402,Chicago Bulls,1985.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.5,161.0,0.18,6748.0,0.507,0.784,42.0,24.3,7.6,5.7,17.8,108.7,3.0,Bulls
403,Cleveland Cavaliers,1985.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.471,335.0,0.287,7029.0,0.48,0.749,44.5,25.6,7.6,5.8,16.9,108.6,1.0,Cavaliers
404,Atlanta Hawks,1985.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.484,235.0,0.311,6884.0,0.49,0.752,42.8,24.5,8.1,6.6,18.0,106.6,3.0,Hawks
405,Indiana Pacers,1985.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476,155.0,0.194,7169.0,0.482,0.744,46.6,23.7,7.6,4.5,19.8,108.3,0.0,Pacers
406,Denver Nuggets,1985.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.486,235.0,0.311,7741.0,0.491,0.785,44.3,27.6,10.9,5.2,16.9,120.0,5.0,Nuggets
407,Houston Rockets,1985.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.504,186.0,0.22,7254.0,0.511,0.699,45.4,27.3,8.3,7.3,19.6,111.2,5.0,Rockets
408,Dallas Mavericks,1985.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.489,443.0,0.343,6837.0,0.498,0.793,42.0,26.2,7.0,4.1,14.4,111.2,2.0,Mavericks
409,Utah Jazz,1985.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.476,307.0,0.336,6995.0,0.482,0.772,44.3,26.1,8.7,8.5,19.2,109.0,5.0,Jazz
410,San Antonio Spurs,1985.0,41.0,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.513,202.0,0.272,7000.0,0.52,0.763,43.9,28.2,9.2,5.4,18.8,114.8,4.0,Spurs
411,Sacramento Kings,1985.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.504,238.0,0.265,7037.0,0.512,0.779,42.6,28.6,8.1,3.7,19.4,114.8,2.0,Kings
412,Los Angeles Lakers,1985.0,62.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,0.545,295.0,0.305,6959.0,0.555,0.763,44.1,31.4,8.5,5.9,18.7,118.2,11.0,Lakers
413,Portland Trail Blazers,1985.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.503,202.0,0.252,7172.0,0.51,0.751,42.7,27.1,10.0,6.3,18.1,115.5,2.0,Blazers
414,Phoenix Suns,1985.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.491,307.0,0.283,6837.0,0.5,0.771,42.1,28.5,8.9,4.3,19.3,108.0,3.0,Suns
415,Oklahoma City Thunder,1985.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.474,185.0,0.243,6725.0,0.481,0.771,40.3,26.6,7.9,4.2,18.2,102.1,3.0,Thunder
416,Los Angeles Clippers,1985.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.495,188.0,0.298,6931.0,0.501,0.758,43.9,23.6,6.5,6.1,19.4,107.1,3.0,Clippers
417,Golden State Warriors,1985.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,397.0,0.282,7158.0,0.473,0.768,42.3,21.5,9.8,3.5,17.8,110.4,0.0,Warriors
418,Boston Celtics,1986.0,67.0,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.508,393.0,0.351,6919.0,0.517,0.794,46.4,29.1,7.8,6.2,16.6,114.1,13.0,Celtics
419,Philadelphia 76ers,1986.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.487,224.0,0.228,6834.0,0.495,0.758,45.2,24.6,10.5,6.0,19.5,110.4,9.0,76ers
420,Washington Wizards,1986.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.463,408.0,0.284,6740.0,0.474,0.745,42.7,21.3,7.6,8.7,16.4,103.0,4.0,Wizards
421,Brooklyn Nets,1986.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.486,214.0,0.201,7087.0,0.495,0.755,44.7,26.0,9.1,4.2,19.2,109.1,2.0,Nets
422,New York Knicks,1986.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46,239.0,0.343,6795.0,0.465,0.686,39.6,22.9,8.7,3.8,17.5,98.7,1.0,Knicks
423,Milwaukee Bucks,1986.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,0.493,382.0,0.327,6928.0,0.502,0.764,44.0,26.3,9.8,5.6,16.7,114.5,8.0,Bucks
424,Atlanta Hawks,1986.0,50.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.49,166.0,0.199,6863.0,0.497,0.732,44.6,24.7,9.0,5.3,18.1,108.6,4.0,Hawks
425,Detroit Pistons,1986.0,46.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.484,182.0,0.302,7568.0,0.489,0.783,45.6,28.3,9.0,4.1,16.4,114.2,7.0,Pistons
426,Chicago Bulls,1986.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.481,317.0,0.278,6910.0,0.49,0.769,43.4,24.5,7.4,4.9,17.5,109.3,4.0,Bulls
427,Cleveland Cavaliers,1986.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.48,391.0,0.338,6848.0,0.489,0.752,43.2,25.2,7.6,5.3,17.2,107.8,2.0,Cavaliers
428,Indiana Pacers,1986.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.481,143.0,0.161,7007.0,0.488,0.739,45.7,26.3,8.0,4.6,18.5,103.9,1.0,Pacers
429,Houston Rockets,1986.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.49,310.0,0.274,7361.0,0.499,0.73,45.7,28.3,9.1,6.7,16.8,114.4,6.0,Rockets
430,Denver Nuggets,1986.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.471,305.0,0.233,7563.0,0.48,0.798,43.2,26.1,10.1,5.1,16.3,114.8,4.0,Nuggets
431,Dallas Mavericks,1986.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.501,446.0,0.316,6808.0,0.513,0.776,42.8,25.7,7.4,4.5,15.7,115.3,3.0,Mavericks
432,Utah Jazz,1986.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.488,169.0,0.207,6914.0,0.494,0.716,43.3,26.8,8.7,8.1,18.5,108.2,4.0,Jazz
433,Sacramento Kings,1986.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.49,134.0,0.224,7086.0,0.495,0.778,42.8,28.1,7.3,4.7,18.7,108.8,1.0,Kings
434,San Antonio Spurs,1986.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.506,196.0,0.235,6908.0,0.514,0.746,42.5,27.6,9.8,4.8,19.8,111.2,3.0,Spurs
435,Los Angeles Lakers,1986.0,62.0,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,4.0,5.0,0.522,409.0,0.337,6934.0,0.533,0.778,44.6,29.7,8.5,5.1,17.9,117.3,14.0,Lakers
436,Portland Trail Blazers,1986.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.496,275.0,0.269,7006.0,0.505,0.765,42.3,26.6,10.5,4.3,18.6,115.1,2.0,Blazers
437,Phoenix Suns,1986.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.503,183.0,0.208,6810.0,0.511,0.726,42.5,27.7,9.4,4.6,21.5,110.0,1.0,Suns
438,Los Angeles Clippers,1986.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.473,229.0,0.279,6936.0,0.479,0.77,41.7,24.0,8.5,6.1,18.4,108.6,3.0,Clippers
439,Oklahoma City Thunder,1986.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.472,300.0,0.263,6759.0,0.482,0.779,41.5,24.1,9.1,3.6,17.5,104.4,3.0,Thunder
440,Golden State Warriors,1986.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.482,278.0,0.313,7289.0,0.489,0.76,44.1,24.6,9.2,4.3,17.1,113.4,0.0,Warriors
441,Boston Celtics,1987.0,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.517,565.0,0.366,6486.0,0.53,0.808,42.9,29.5,6.8,6.4,15.9,112.6,11.0,Celtics
442,Philadelphia 76ers,1987.0,45.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.491,340.0,0.259,6452.0,0.503,0.753,42.7,23.7,9.4,6.6,18.5,106.5,8.0,76ers
443,Washington Wizards,1987.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.454,218.0,0.197,7179.0,0.461,0.765,44.1,21.3,9.2,8.4,15.9,106.0,5.0,Wizards
444,Brooklyn Nets,1987.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.476,449.0,0.323,6634.0,0.487,0.767,43.6,24.3,7.8,4.8,19.7,108.5,1.0,Nets
445,New York Knicks,1987.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.474,375.0,0.333,6648.0,0.482,0.73,39.9,23.7,8.6,4.8,17.3,103.8,1.0,Knicks
446,Atlanta Hawks,1987.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.481,425.0,0.318,6716.0,0.491,0.759,46.7,25.3,8.5,6.2,15.6,110.0,5.0,Hawks
447,Detroit Pistons,1987.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.49,169.0,0.231,7068.0,0.496,0.765,47.5,24.6,7.8,5.3,17.3,111.2,8.0,Pistons
448,Milwaukee Bucks,1987.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.475,572.0,0.323,6710.0,0.488,0.766,42.0,24.9,10.3,4.8,15.4,110.4,5.0,Bucks
