,Team,Year,Wins,Champion,MVP,Scoring Leader,Rebound Leader,Assist Leader,WS Leader,DPOY,MIP,6MOY,Coach of Year,All-Stars,All-Defensive,All-NBA,FG%,3P Attempts,3P%,2P Attempts,2P%,FT%,RPG,APG,STL,BLK,TOVPG,PPG,Accolades,Franchise ID
987,Los Angeles Lakers,2006.0,45.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.453,1583.0,0.349,5024.0,0.486,0.745,42.2,21.1,7.7,4.3,13.9,99.4,4.0,Lakers
988,Sacramento Kings,2006.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454,1408.0,0.351,5092.0,0.483,0.784,40.5,22.3,7.4,3.6,14.6,98.9,0.0,Kings
989,Golden State Warriors,2006.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.433,1832.0,0.341,4953.0,0.467,0.718,42.3,20.7,7.4,4.4,14.1,98.5,1.0,Warriors
990,San Antonio Spurs,2006.0,63.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.472,1362.0,0.385,4980.0,0.496,0.702,41.5,20.9,6.6,5.7,13.7,95.6,7.0,Spurs
991,Dallas Mavericks,2006.0,60.0,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.462,1113.0,0.374,5262.0,0.481,0.783,42.2,18.0,7.2,6.0,13.6,99.1,6.0,Mavericks
992,Memphis Grizzlies,2006.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.448,1578.0,0.374,4547.0,0.474,0.711,39.2,19.3,7.3,5.4,13.8,92.2,3.0,Grizzlies
993,New Orleans Pelicans,2006.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.44,885.0,0.339,5543.0,0.457,0.758,40.2,18.5,7.5,3.8,13.4,92.8,2.0,Pelicans
994,Houston Rockets,2006.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.433,1414.0,0.332,4838.0,0.463,0.759,41.6,19.3,7.2,3.9,14.5,90.1,4.0,Rockets
995,Toronto Raptors,2007.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.463,1464.0,0.363,5083.0,0.492,0.788,39.5,22.2,7.1,3.9,13.5,99.5,1.0,Raptors
996,Brooklyn Nets,2007.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.457,1676.0,0.363,4703.0,0.49,0.727,40.8,23.9,6.1,3.3,14.8,97.6,3.0,Nets
997,Philadelphia 76ers,2007.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.458,823.0,0.345,5585.0,0.474,0.767,39.7,20.4,7.2,4.8,15.3,94.9,4.0,76ers
998,New York Knicks,2007.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.457,1370.0,0.346,4986.0,0.487,0.715,43.3,18.7,6.6,3.2,17.1,97.5,0.0,Knicks
999,Boston Celtics,2007.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.443,1283.0,0.367,5171.0,0.462,0.767,40.4,19.9,7.2,4.7,16.5,95.8,3.0,Celtics
1000,Detroit Pistons,2007.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.454,1305.0,0.344,5179.0,0.481,0.774,40.5,21.6,7.1,5.8,12.2,96.0,6.0,Pistons
1001,Cleveland Cavaliers,2007.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.447,1404.0,0.352,5254.0,0.473,0.696,43.5,20.8,7.6,4.3,14.4,96.8,8.0,Cavaliers
1002,Chicago Bulls,2007.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.457,1237.0,0.388,5426.0,0.473,0.734,43.7,22.3,7.8,5.4,16.0,98.8,7.0,Bulls
1003,Indiana Pacers,2007.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.438,1389.0,0.346,5172.0,0.462,0.76,41.8,20.5,7.3,5.5,16.3,95.6,1.0,Pacers
1004,Milwaukee Bucks,2007.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.465,1472.0,0.356,5242.0,0.495,0.733,39.2,21.6,7.2,2.7,15.1,99.7,1.0,Bucks
1005,Miami Heat,2007.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.464,1539.0,0.343,4749.0,0.503,0.69,40.8,20.5,6.9,5.4,14.6,94.6,12.0,Heat
1006,Washington Wizards,2007.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.45,1614.0,0.348,5206.0,0.482,0.765,41.2,20.2,7.7,4.6,13.8,104.3,3.0,Wizards
1007,Orlando Magic,2007.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.472,962.0,0.356,5128.0,0.494,0.702,40.7,18.6,6.9,5.1,17.0,94.8,3.0,Magic
1008,Charlotte Hornets,2007.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.446,1280.0,0.357,5363.0,0.467,0.734,39.8,22.4,7.8,4.5,14.9,96.9,1.0,Hornets
1009,Atlanta Hawks,2007.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.444,1038.0,0.329,5334.0,0.467,0.761,40.1,19.2,7.4,5.4,15.9,93.7,2.0,Hawks
1010,Utah Jazz,2007.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.474,1056.0,0.335,5415.0,0.501,0.743,42.5,24.7,7.0,4.1,15.6,101.5,4.0,Jazz
1011,Denver Nuggets,2007.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.465,1440.0,0.336,5365.0,0.5,0.746,43.4,23.4,8.3,5.3,16.5,105.4,4.0,Nuggets
1012,Portland Trail Blazers,2007.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.45,1232.0,0.346,5160.0,0.474,0.769,39.3,18.5,6.8,4.6,15.1,94.1,1.0,Blazers
1013,Minnesota Timberwolves,2007.0,32.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.461,1089.0,0.353,5414.0,0.483,0.792,40.2,22.5,6.5,4.0,15.6,96.1,4.0,Timberwolves
1014,Oklahoma City Thunder,2007.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.46,1451.0,0.362,5177.0,0.487,0.791,39.6,20.7,7.7,3.7,15.5,99.1,1.0,Thunder
1015,Phoenix Suns,2007.0,61.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.494,1965.0,0.399,4890.0,0.532,0.808,40.5,25.9,6.7,4.8,14.5,110.2,8.0,Suns
1016,Los Angeles Lakers,2007.0,42.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.466,1724.0,0.353,4940.0,0.505,0.747,41.2,22.6,7.3,5.1,15.5,103.3,6.0,Lakers
1017,Golden State Warriors,2007.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.463,1967.0,0.356,5081.0,0.504,0.717,41.4,23.8,9.1,5.7,16.0,106.5,0.0,Warriors
1018,Los Angeles Clippers,2007.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.456,903.0,0.348,5415.0,0.474,0.788,41.1,21.5,7.3,5.8,15.1,95.6,3.0,Clippers
1019,Sacramento Kings,2007.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1513.0,0.35,5019.0,0.48,0.765,38.9,20.3,8.2,3.2,14.6,101.3,0.0,Kings
1020,Dallas Mavericks,2007.0,67.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.467,1404.0,0.381,5038.0,0.491,0.805,41.9,19.9,6.8,5.0,13.9,100.0,7.0,Mavericks
1021,San Antonio Spurs,2007.0,58.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.474,1561.0,0.381,4767.0,0.504,0.751,40.7,22.1,7.2,5.1,13.9,98.5,7.0,Spurs
1022,Houston Rockets,2007.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.445,1893.0,0.372,4635.0,0.475,0.753,43.3,20.8,7.1,4.1,14.2,97.0,4.0,Rockets
1023,New Orleans Pelicans,2007.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.445,1256.0,0.362,5418.0,0.464,0.74,43.1,18.7,6.4,4.2,14.5,95.5,3.0,Pelicans
1024,Memphis Grizzlies,2007.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.465,1362.0,0.367,5086.0,0.491,0.761,39.5,20.5,6.9,5.0,16.4,101.6,1.0,Grizzlies
1025,Boston Celtics,2008.0,66.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.475,1564.0,0.381,4722.0,0.506,0.771,42.0,22.4,8.5,4.6,15.2,100.5,7.0,Celtics
1026,Toronto Raptors,2008.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.468,1459.0,0.392,5267.0,0.489,0.812,40.1,23.8,7.0,4.1,11.7,100.2,3.0,Raptors
1027,Philadelphia 76ers,2008.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.46,952.0,0.317,5696.0,0.483,0.706,41.9,20.4,8.7,4.9,14.3,96.6,2.0,76ers
1028,Brooklyn Nets,2008.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.443,1430.0,0.348,5020.0,0.47,0.736,41.9,23.5,6.4,4.8,15.0,95.8,2.0,Nets
1029,New York Knicks,2008.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.439,1454.0,0.337,5303.0,0.467,0.727,42.5,18.7,6.4,2.6,14.5,96.9,0.0,Knicks
1030,Detroit Pistons,2008.0,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.458,1330.0,0.366,5221.0,0.481,0.767,41.4,22.3,7.1,5.8,11.7,97.5,7.0,Pistons
1031,Cleveland Cavaliers,2008.0,45.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,0.439,1544.0,0.358,5153.0,0.463,0.717,44.6,20.0,7.1,5.2,14.0,96.4,10.0,Cavaliers
1032,Indiana Pacers,2008.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.444,2021.0,0.374,4972.0,0.472,0.768,43.1,22.7,7.6,5.0,15.1,104.0,1.0,Pacers
1033,Chicago Bulls,2008.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.435,1305.0,0.363,5556.0,0.452,0.756,43.0,22.1,7.7,5.2,14.6,97.3,6.0,Bulls
1034,Milwaukee Bucks,2008.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.449,1313.0,0.344,5432.0,0.474,0.733,41.7,21.5,6.6,4.4,14.8,97.0,1.0,Bucks
1035,Orlando Magic,2008.0,52.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.474,2074.0,0.386,4372.0,0.516,0.721,42.0,20.8,6.3,4.1,14.3,104.5,5.0,Magic
1036,Washington Wizards,2008.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.446,1614.0,0.356,5081.0,0.475,0.782,41.6,19.6,7.7,4.8,13.2,98.8,3.0,Wizards
1037,Atlanta Hawks,2008.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.454,1078.0,0.356,5474.0,0.473,0.772,42.2,22.0,7.3,5.5,14.9,98.2,2.0,Hawks
1038,Charlotte Hornets,2008.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.452,1443.0,0.367,5111.0,0.476,0.714,40.6,21.3,7.5,4.9,14.7,97.1,1.0,Hornets
1039,Miami Heat,2008.0,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.443,1373.0,0.358,4963.0,0.467,0.727,37.6,20.0,7.2,4.3,14.7,91.4,6.0,Heat
1040,Utah Jazz,2008.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.497,1095.0,0.372,5497.0,0.522,0.759,40.9,26.4,8.7,4.3,14.6,106.2,4.0,Jazz
1041,Denver Nuggets,2008.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.47,1605.0,0.355,5433.0,0.504,0.751,44.1,24.7,9.2,6.7,14.7,110.7,5.0,Nuggets
1042,Portland Trail Blazers,2008.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.448,1426.0,0.377,5120.0,0.468,0.767,40.7,21.1,5.5,4.4,12.9,95.4,2.0,Blazers
1043,Minnesota Timberwolves,2008.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.451,1259.0,0.35,5558.0,0.474,0.736,41.4,19.9,7.5,3.7,14.5,95.6,1.0,Timberwolves
1044,Oklahoma City Thunder,2008.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444,939.0,0.333,6093.0,0.462,0.77,44.6,21.3,6.5,4.9,16.0,97.5,0.0,Thunder
1045,Los Angeles Lakers,2008.0,57.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.476,1751.0,0.378,5067.0,0.51,0.769,44.1,24.4,8.0,5.3,14.1,108.6,6.0,Lakers
1046,Phoenix Suns,2008.0,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,6.0,0.5,1764.0,0.393,5018.0,0.538,0.783,41.5,26.7,6.5,6.3,14.4,110.1,10.0,Suns
1047,Golden State Warriors,2008.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,2185.0,0.348,5221.0,0.506,0.752,43.2,22.4,9.1,4.6,13.2,111.0,0.0,Warriors
1048,Sacramento Kings,2008.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,1367.0,0.373,5191.0,0.488,0.798,40.1,19.1,7.9,4.1,16.1,102.5,0.0,Kings
1049,Los Angeles Clippers,2008.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,1079.0,0.324,5366.0,0.46,0.781,40.1,21.1,6.8,4.9,14.4,93.8,0.0,Clippers
1050,New Orleans Pelicans,2008.0,56.0,False,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.466,1621.0,0.389,5175.0,0.49,0.769,41.8,21.8,7.8,3.9,11.9,100.9,6.0,Pelicans
1051,San Antonio Spurs,2008.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.457,1610.0,0.369,4814.0,0.487,0.761,41.3,21.0,6.4,4.1,12.6,95.4,7.0,Spurs
1052,Houston Rockets,2008.0,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.448,1707.0,0.342,4991.0,0.485,0.726,44.6,21.4,7.3,5.1,13.7,96.7,8.0,Rockets
1053,Dallas Mavericks,2008.0,51.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.464,1403.0,0.352,5112.0,0.495,0.814,43.0,21.0,6.0,4.9,12.6,100.4,8.0,Mavericks
1054,Memphis Grizzlies,2008.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.454,1779.0,0.349,4958.0,0.492,0.723,41.6,19.2,6.1,4.7,15.3,100.7,2.0,Grizzlies
1055,Boston Celtics,2009.0,62.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.486,1355.0,0.397,4978.0,0.51,0.765,42.1,22.7,7.6,4.7,15.6,100.9,10.0,Celtics
1056,Philadelphia 76ers,2009.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.459,1072.0,0.318,5460.0,0.486,0.745,41.2,20.1,8.0,5.1,14.1,97.4,3.0,76ers
1057,Brooklyn Nets,2009.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.448,1735.0,0.376,4801.0,0.473,0.779,39.8,20.0,6.8,4.8,13.1,98.1,1.0,Nets
1058,Toronto Raptors,2009.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.458,1289.0,0.372,5384.0,0.478,0.824,40.4,22.4,6.4,4.8,13.4,99.0,0.0,Raptors
1059,New York Knicks,2009.0,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.445,2284.0,0.36,4807.0,0.486,0.784,42.1,21.2,7.4,2.5,14.3,105.2,2.0,Knicks
1060,Cleveland Cavaliers,2009.0,66.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.468,1670.0,0.393,4784.0,0.495,0.757,42.2,20.3,7.2,5.3,12.7,100.3,10.0,Cavaliers
1061,Chicago Bulls,2009.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.457,1293.0,0.381,5553.0,0.474,0.796,42.1,21.1,7.5,5.5,14.5,102.2,5.0,Bulls
1062,Detroit Pistons,2009.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.454,1079.0,0.349,5480.0,0.475,0.751,41.4,20.6,6.0,4.6,11.9,94.2,4.0,Pistons
1063,Indiana Pacers,2009.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.455,1725.0,0.378,5355.0,0.48,0.807,43.7,21.6,7.0,5.3,14.5,105.1,2.0,Pacers
1064,Milwaukee Bucks,2009.0,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.445,1408.0,0.363,5347.0,0.467,0.78,40.7,22.0,7.4,3.8,14.1,99.3,1.0,Bucks
1065,Orlando Magic,2009.0,59.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.457,2147.0,0.381,4269.0,0.495,0.715,43.3,19.4,7.0,5.4,13.9,101.0,8.0,Magic
1066,Atlanta Hawks,2009.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.458,1633.0,0.366,4818.0,0.49,0.737,40.0,20.2,7.4,4.6,12.8,98.1,2.0,Hawks
1067,Miami Heat,2009.0,43.0,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.457,1631.0,0.357,5015.0,0.489,0.754,39.5,20.4,7.9,5.5,12.5,98.3,3.0,Heat
1068,Charlotte Hornets,2009.0,35.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.455,1339.0,0.366,4960.0,0.479,0.74,39.7,21.2,7.1,4.8,15.6,93.6,2.0,Hornets
1069,Washington Wizards,2009.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1198.0,0.33,5457.0,0.476,0.767,40.1,20.0,7.5,4.5,14.0,96.1,0.0,Wizards
1070,Denver Nuggets,2009.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.47,1477.0,0.371,5033.0,0.499,0.76,41.6,22.2,8.7,6.0,15.3,104.3,3.0,Nuggets
1071,Portland Trail Blazers,2009.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.465,1555.0,0.383,4939.0,0.49,0.765,41.7,20.3,6.7,4.9,12.9,99.4,2.0,Blazers
1072,Utah Jazz,2009.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.475,1122.0,0.349,5501.0,0.5,0.771,41.0,24.7,8.8,4.6,14.8,103.6,6.0,Jazz
1073,Minnesota Timberwolves,2009.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.441,1539.0,0.353,5227.0,0.467,0.769,41.7,20.4,6.2,3.9,14.2,97.8,0.0,Timberwolves
1074,Oklahoma City Thunder,2009.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.447,949.0,0.346,5767.0,0.463,0.786,42.6,20.3,7.4,4.5,16.2,97.0,1.0,Thunder
1075,Los Angeles Lakers,2009.0,65.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.474,1516.0,0.361,5465.0,0.505,0.77,43.9,23.3,8.8,5.1,13.5,106.9,6.0,Lakers
1076,Phoenix Suns,2009.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,0.504,1445.0,0.383,5250.0,0.537,0.744,41.7,23.2,7.2,5.1,15.7,109.4,8.0,Suns
1077,Golden State Warriors,2009.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.458,1475.0,0.373,5580.0,0.48,0.791,42.0,20.9,7.8,6.4,14.6,108.6,1.0,Warriors
1078,Los Angeles Clippers,2009.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.441,1513.0,0.354,5183.0,0.467,0.736,39.8,21.0,7.0,5.9,14.9,95.1,2.0,Clippers
1079,Sacramento Kings,2009.0,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.447,1594.0,0.368,5091.0,0.472,0.798,39.1,19.7,6.9,4.3,15.4,100.6,0.0,Kings
1080,San Antonio Spurs,2009.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.466,1620.0,0.386,4914.0,0.492,0.761,41.0,21.2,5.8,4.0,11.7,97.0,7.0,Spurs
1081,Houston Rockets,2009.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.453,1656.0,0.375,4870.0,0.48,0.805,43.0,20.3,6.7,4.3,14.1,98.4,6.0,Rockets
1082,Dallas Mavericks,2009.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.462,1632.0,0.35,5138.0,0.498,0.819,42.7,21.7,7.2,5.2,12.7,101.7,4.0,Mavericks
1083,New Orleans Pelicans,2009.0,49.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.457,1526.0,0.364,4840.0,0.487,0.807,39.7,19.6,7.2,4.1,12.5,95.8,8.0,Pelicans
1084,Memphis Grizzlies,2009.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.454,1106.0,0.36,5205.0,0.474,0.756,38.8,17.4,7.5,4.7,15.3,93.9,2.0,Grizzlies
1085,Boston Celtics,2010.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.483,1433.0,0.348,4861.0,0.523,0.746,38.6,23.5,8.5,4.9,14.9,99.2,8.0,Celtics
1086,Toronto Raptors,2010.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.482,1397.0,0.371,5234.0,0.512,0.764,40.4,22.0,5.7,4.7,13.4,104.1,1.0,Raptors
1087,New York Knicks,2010.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.455,2145.0,0.346,4731.0,0.504,0.782,40.4,21.6,7.1,3.7,14.0,102.1,2.0,Knicks
1088,Philadelphia 76ers,2010.0,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46,1381.0,0.343,5325.0,0.491,0.756,41.0,21.0,8.1,5.4,14.5,97.7,1.0,76ers
1089,Brooklyn Nets,2010.0,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429,1185.0,0.318,5369.0,0.454,0.78,39.7,18.8,7.0,4.8,14.4,92.4,0.0,Nets
1090,Cleveland Cavaliers,2010.0,61.0,False,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.485,1582.0,0.381,4809.0,0.52,0.72,42.5,22.4,6.9,5.2,13.9,102.1,10.0,Cavaliers
1091,Milwaukee Bucks,2010.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.436,1813.0,0.356,5185.0,0.464,0.755,43.0,21.2,7.1,4.7,13.2,97.7,1.0,Bucks
1092,Chicago Bulls,2010.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.451,1066.0,0.33,5759.0,0.474,0.754,44.5,20.8,6.5,5.8,14.3,97.5,4.0,Bulls
